dt: 0.01
Time[s]     Moment_Rate [Nm/s]
    0.00		0.0000e+00
    0.01		1.0887e+12
    0.02		5.4423e+12
    0.03		1.5234e+13
    0.04		3.2631e+13
    0.05		5.9794e+13
    0.06		9.8874e+13
    0.07		1.5201e+14
    0.08		2.2132e+14
    0.09		3.0893e+14
    0.10		4.1691e+14
    0.11		5.4734e+14
    0.12		7.0228e+14
    0.13		8.8373e+14
    0.14		1.0937e+15
    0.15		1.3342e+15
    0.16		1.6071e+15
    0.17		1.9143e+15
    0.18		2.2578e+15
    0.19		2.6393e+15
    0.20		3.0607e+15
    0.21		3.5236e+15
    0.22		4.0300e+15
    0.23		4.5813e+15
    0.24		5.1793e+15
    0.25		5.8255e+15
    0.26		6.5214e+15
    0.27		7.2687e+15
    0.28		8.0686e+15
    0.29		8.9227e+15
    0.30		9.8321e+15
    0.31		1.0798e+16
    0.32		1.1822e+16
    0.33		1.2906e+16
    0.34		1.4049e+16
    0.35		1.5254e+16
    0.36		1.6521e+16
    0.37		1.7851e+16
    0.38		1.9245e+16
    0.39		2.0704e+16
    0.40		2.2228e+16
    0.41		2.3819e+16
    0.42		2.5477e+16
    0.43		2.7202e+16
    0.44		2.8994e+16
    0.45		3.0856e+16
    0.46		3.2785e+16
    0.47		3.4784e+16
    0.48		3.6852e+16
    0.49		3.8989e+16
    0.50		4.1195e+16
    0.51		4.3471e+16
    0.52		4.5815e+16
    0.53		4.8229e+16
    0.54		5.0712e+16
    0.55		5.3264e+16
    0.56		5.5883e+16
    0.57		5.8571e+16
    0.58		6.1326e+16
    0.59		6.4148e+16
    0.60		6.7036e+16
    0.61		6.9989e+16
    0.62		7.3008e+16
    0.63		7.6090e+16
    0.64		7.9236e+16
    0.65		8.2444e+16
    0.66		8.5713e+16
    0.67		8.9043e+16
    0.68		9.2431e+16
    0.69		9.5877e+16
    0.70		9.9381e+16
    0.71		1.0294e+17
    0.72		1.0655e+17
    0.73		1.1022e+17
    0.74		1.1393e+17
