dt: 0.01
Time[s]     Moment_Rate [Nm/s]
    0.00		0.0000e+00
    0.01		1.3462e+12
    0.02		6.7297e+12
    0.03		1.8838e+13
    0.04		4.0351e+13
    0.05		7.3939e+13
    0.06		1.2226e+14
    0.07		1.8797e+14
    0.08		2.7368e+14
    0.09		3.8201e+14
    0.10		5.1554e+14
    0.11		6.7683e+14
    0.12		8.6841e+14
    0.13		1.0928e+15
    0.14		1.3524e+15
    0.15		1.6498e+15
    0.16		1.9873e+15
    0.17		2.3672e+15
    0.18		2.7919e+15
    0.19		3.2637e+15
    0.20		3.7847e+15
    0.21		4.3572e+15
    0.22		4.9833e+15
    0.23		5.6651e+15
    0.24		6.4045e+15
    0.25		7.2036e+15
    0.26		8.0642e+15
    0.27		8.9882e+15
    0.28		9.9774e+15
    0.29		1.1033e+16
    0.30		1.2158e+16
    0.31		1.3353e+16
    0.32		1.4619e+16
    0.33		1.5959e+16
    0.34		1.7373e+16
    0.35		1.8862e+16
    0.36		2.0429e+16
    0.37		2.2073e+16
    0.38		2.3797e+16
    0.39		2.5601e+16
    0.40		2.7487e+16
    0.41		2.9454e+16
    0.42		3.1503e+16
    0.43		3.3636e+16
    0.44		3.5853e+16
    0.45		3.8155e+16
    0.46		4.0541e+16
    0.47		4.3013e+16
    0.48		4.5570e+16
    0.49		4.8212e+16
    0.50		5.0940e+16
    0.51		5.3754e+16
    0.52		5.6654e+16
    0.53		5.9639e+16
    0.54		6.2709e+16
    0.55		6.5864e+16
    0.56		6.9103e+16
    0.57		7.2427e+16
    0.58		7.5833e+16
    0.59		7.9323e+16
    0.60		8.2894e+16
    0.61		8.6546e+16
    0.62		9.0279e+16
    0.63		9.4091e+16
    0.64		9.7981e+16
    0.65		1.0195e+17
    0.66		1.0599e+17
    0.67		1.1011e+17
    0.68		1.1430e+17
    0.69		1.1856e+17
    0.70		1.2289e+17
    0.71		1.2729e+17
    0.72		1.3176e+17
    0.73		1.3629e+17
    0.74		1.4089e+17
    0.75		1.4554e+17
    0.76		1.5026e+17
    0.77		1.5504e+17
    0.78		1.5987e+17
    0.79		1.6475e+17
    0.80		1.6969e+17
    0.81		1.7467e+17
    0.82		1.7970e+17
    0.83		1.8478e+17
    0.84		1.8990e+17
    0.85		1.9506e+17
    0.86		2.0025e+17
    0.87		2.0549e+17
    0.88		2.1075e+17
    0.89		2.1605e+17
    0.90		2.2137e+17
    0.91		2.2672e+17
    0.92		2.3209e+17
    0.93		2.3748e+17
    0.94		2.4289e+17
    0.95		2.4831e+17
    0.96		2.5374e+17
    0.97		2.5919e+17
    0.98		2.6464e+17
    0.99		2.7009e+17
    1.00		2.7555e+17
    1.01		2.8101e+17
    1.02		2.8646e+17
    1.03		2.9190e+17
    1.04		2.9734e+17
    1.05		3.0276e+17
    1.06		3.0817e+17
    1.07		3.1356e+17
